username, created_at, lng, lat, text
shayy_lil, Sat Jan 30 02:00:15 +0000 2021, -81.705467, 41.495940, january dragging like a mf 
kermitsmaingirl, Sat Jan 30 02:00:15 +0000 2021, -84.433106, 33.767195, when i tell y'all i have waited MONTHSSSSS in AGONY for the new little women ATL ... i'm so happy 
kensando11, Sat Jan 30 02:00:15 +0000 2021, -106.632718, 35.117002, @UCIwbb Congratulations @tahliagarza 🏀🏀🏀Rebounds are hustle plays!! 
GhanaNYC, Sat Jan 30 02:00:15 +0000 2021, -73.948775, 40.655138, The way this shit made me laugh dumb loud just now 😂😂😂😂😂 what’s really good with you bro? 
alalynn72, Sat Jan 30 02:00:16 +0000 2021, -86.929980, 40.459081, @TaraLSamples 3 
pjj16, Sat Jan 30 02:00:16 +0000 2021, -81.921580, 41.444586, @allstarcharts @RyanDetrick 5. 
caro_lina1212, Sat Jan 30 02:00:16 +0000 2021, -73.831187, 40.670879, @kunto22 What did you do now Joseph 🤦🏽‍♀️ 
JohnWesleyShipp, Sat Jan 30 02:00:16 +0000 2021, -73.831187, 40.670879, @stephenkmitchel It was already there. 
CaddoArea, Sat Jan 30 02:00:16 +0000 2021, -92.131274, 34.751936, The Cub Scouts from our Caddo Area Council Pack 19 spent their Friday evening participating in a chili cook-off com… https://t.co/C15MChGKSJ 
GJmn0077, Sat Jan 30 02:00:16 +0000 2021, -93.262046, 44.970610, Hell NO...! This is America dammit 
umselene, Sat Jan 30 02:00:16 +0000 2021, -87.732013, 41.833585, sorry if i ever did this 2 u 
DMCREDI, Sat Jan 30 02:00:16 +0000 2021, -87.732013, 41.833585, WHAT HE SAID #GOPDomesticTerrorists 
johnmakuch, Sat Jan 30 02:00:16 +0000 2021, -74.258623, 40.748984, @bazooogaaa “Are there any freaky girls at Seton Hall”.... 
k_noeel, Sat Jan 30 02:00:16 +0000 2021, -80.285189, 26.078170, Alright goodnight 😂 
kylecoug, Sat Jan 30 02:00:17 +0000 2021, -111.866554, 40.407070, @avery_abe and @byusoccer_w starts 😍 
patsking17, Sat Jan 30 02:00:17 +0000 2021, -77.310919, 38.685223, @JoyTaylorTalks @getnickwright Fucking clown 🤡 
BpurpledoG, Sat Jan 30 02:00:17 +0000 2021, -92.131274, 34.751936, Colors day includes no less than 11 girls . 
OveOvermyer, Sat Jan 30 02:00:17 +0000 2021, -75.770041, 42.746617, this is really hard to watch. #Knicks @nyknicks @KnicksMSGN #CLEvsNYK 
esraafaiz_7, Sat Jan 30 02:00:17 +0000 2021, -71.312617, 42.693109, لو فاكرين اني حقعد اتجرس يومي من البرد لحدي ما يصلحو لي شباكي ايوا صح 😭 
TammyCarrea, Sat Jan 30 02:00:17 +0000 2021, -79.861034, 35.170499, hmm lets see these ladies werent wearing masks and acted badly when asked to follow restaurant rules. should we cal… https://t.co/OIeAAENpeA 
Dino2762, Sat Jan 30 02:00:17 +0000 2021, -96.621634, 32.907642, @JimmyV29 @AcademyVilade @MLB @tigers @DCola4713 
roshwebb_, Sat Jan 30 02:00:17 +0000 2021, -87.732013, 41.833585, ❤️💪🏾 
riverofchange, Sat Jan 30 02:00:17 +0000 2021, -90.873963, 38.468868, @taiskates @peterframpton Still my favorite pair.  Long live the pull Arabians! 
BlackbiscuitTv, Sat Jan 30 02:00:17 +0000 2021, -74.850729, 40.178151, @TRexLKJW Only cause you don’t love me no more 
__ty__4, Sat Jan 30 02:00:17 +0000 2021, -92.017452, 34.204366, You’ve been so patient. 
rock_climber02, Sat Jan 30 02:00:17 +0000 2021, -94.561594, 39.204445, @dlm_bmlawkc How the hell does it HURT GameStop employees? It’s at worst giving them more free advertising than the… https://t.co/7W7ZR7rI88 
angwytweet, Sat Jan 30 02:00:18 +0000 2021, -123.130836, 49.174242, @ctnashtag @CTVNationalNews @KGallagherCTV “They wouldn’t be that stupid” - you new here? 
JeffOShields2, Sat Jan 30 02:00:18 +0000 2021, -80.980699, 34.167319, #WestwoodGreenWall 🔥🔥🔥#FuelTheFlame🔥🔥🔥🔥🔥🔥 #WeAreWestwood #whsfamily https://t.co/NXj7MDM63p 
redchick1978, Sat Jan 30 02:00:18 +0000 2021, -80.122619, 26.721896, @SashaBanksWWE not only looks like a million dollars she is one up on @CarmellaWWE &amp; Reginald the Sommelier!!… https://t.co/l0LzFA0ofd 
ultabeautyjobs, Sat Jan 30 02:00:18 +0000 2021, -74.113065, 40.567108, Smarter. Faster. Better. Help transform the future of retail. Ulta Beauty is hiring in our Distribution Centers! Cl… https://t.co/065xLl776D 
deniseforte33, Sat Jan 30 02:00:18 +0000 2021, -111.931711, 34.168253, @FoxNews He’s got to undo the disaster the last President made.   He’s been working around the clock and it feels s… https://t.co/N9rxiVHtOy 
JKaaoush, Sat Jan 30 02:00:18 +0000 2021, -105.158491, 39.926062, @Tattooed_Dogma @Swallowyerpride https://t.co/cLYj2sQcVo 
kevitobeavisart, Sat Jan 30 02:00:18 +0000 2021, -76.824351, 40.225891, @ZappyStorm Well maybe you should lmao 
TSLATNA, Sat Jan 30 02:00:18 +0000 2021, -80.294893, 26.156619, @kimpaquette Bella 🌹 Happy Anniversary 🎊🤗❤️ 
GrrrBrandan, Sat Jan 30 02:00:18 +0000 2021, -83.376154, 42.223742, Oh great.... more red hair.... #RuPaulsDragRace 
VHannahNISD, Sat Jan 30 02:00:18 +0000 2021, -100.076888, 31.168893, @NISDRhodes @ameliastmu @nisdelemelar Yaaaay! Congrats! Well deserved https://t.co/LOUkyMcuNX 
Younng_King, Sat Jan 30 02:00:19 +0000 2021, -81.109617, 32.017285, Neck ahh 🤣🤣🤣 
JamesIsaak2, Sat Jan 30 02:00:18 +0000 2021, -83.260795, 42.146818, His owners said I could try to take his picture but he wouldn't  pose. https://t.co/Z4fKBgJ8Ax 
CGAwx, Sat Jan 30 02:00:19 +0000 2021, -84.917307, 32.482304, #LostDog #LostPet https://t.co/TuHZmP27QR 
I_JusBeChillin, Sat Jan 30 02:00:19 +0000 2021, -91.090800, 30.459100, 🗣Do it now 
TannorLambert, Sat Jan 30 02:00:19 +0000 2021, -82.914538, 40.148988, Proud of you always @EthanMuth love you bub. 
djbarrybeenc1, Sat Jan 30 02:00:19 +0000 2021, -78.634900, 35.778100, Every Friday night @djbarrybeenc live in the mix @hot979nc from 11pm-1am🔥 tap in! Ain't dropping nothing but hits a… https://t.co/RC2TPHmUyS 
_tiffanyimp, Sat Jan 30 02:00:19 +0000 2021, -94.863354, 40.345541, I just asked Devin if he still works at scooters and he said “uh I think so” why is this not promising 
EricMacLain, Sat Jan 30 02:00:20 +0000 2021, -80.846785, 35.209059, @casmithCU2012 I hope we move to 9 conference games, no divisions, very soon. 
iamobesilue, Sat Jan 30 02:00:20 +0000 2021, -118.244500, 34.056400, Just posted a photo @ Los Angeles, California https://t.co/LszsPSZ9Rz 
avlenahan, Sat Jan 30 02:00:20 +0000 2021, -122.630908, 45.536402, @cari_luna I’m a native anew Yorker and a Portland nanny of little kids with their parents as my clients. The struggle is real. 
GayTravelersMag, Sat Jan 30 02:00:20 +0000 2021, -80.731882, 28.313804, We are all human https://t.co/vis1WEzhvQ 
xojuliee_7, Sat Jan 30 02:00:20 +0000 2021, -120.327408, 47.430856, @NotNiceNay Girrrrl already on it! Just got back from Vegas and going to Cali for my birthday in March😝 
gimelresh, Sat Jan 30 02:00:20 +0000 2021, -74.024507, 40.790512, @LadyAlthaea @500livesasafox https://t.co/FhLzErHvAp 
eldaslove, Sat Jan 30 02:00:20 +0000 2021, -83.804475, 27.698682, @World_ly @lillybell2005 @mog7546 @FBI @doj They should be locked up. 
DntBlowMy_Tweet, Sat Jan 30 02:00:20 +0000 2021, -79.861034, 35.170499, Ouuu let me go look 
cindrianna, Sat Jan 30 02:00:21 +0000 2021, -77.236969, 38.805115, @DSSdeltona @AngelaA35849669 There you go.♥️ 
sgarcia89, Sat Jan 30 02:00:21 +0000 2021, -112.543989, 33.435620, @priscy16_ 😂 
slangrockslegal, Sat Jan 30 02:00:21 +0000 2021, -122.330602, 47.614817, @SethAbramson @MalcolmNance @SethAbramson I get why you take such issue w/ this given all you put into protecting y… https://t.co/riitkj44u8 
_liveinbliss, Sat Jan 30 02:00:21 +0000 2021, -117.104989, 32.810012, Note to self: never tell your mom when you go on dates 🤦🏼‍♀️ 
Piff_Mann, Sat Jan 30 02:00:21 +0000 2021, -81.476676, 28.140217, 💯💯💯 DONT SLEEP BOYS 
BraqueTalley, Sat Jan 30 02:00:21 +0000 2021, -92.131274, 34.751936, @LolaShanel Lol no we plan to begin processing both early to mid-February 
chettabing, Sat Jan 30 02:00:21 +0000 2021, -71.056500, 42.357700, Just posted a video @ Boston, Massachusetts https://t.co/cjRlq8ZGsi 
HasnahAlsader, Sat Jan 30 02:00:21 +0000 2021, -77.522374, 37.643906, سخّرك سبحانك الي في عيوني كمّلك يابعيد وجابك الله..🎻 
Jassramgharia01, Sat Jan 30 02:00:21 +0000 2021, -79.759591, 43.724971, Just get #Sardar Jagatar Singh Hawara sher out of the cell if you dare, then we see how can you @narendramodi let t… https://t.co/542yA2FAJ8 
TJHSRangerPride, Sat Jan 30 02:00:21 +0000 2021, -117.727292, 33.973316, Don't forget to help us honor the healthcare workers in your life on Townsend Social media at… https://t.co/3rtJFp6LXS 
KrishMohanHaha, Sat Jan 30 02:00:21 +0000 2021, -79.974716, 40.482292, I had a blast with @LeeCamp yesterday! We talked about a few topics you won’t hear on the mainstream! 
DanFerPasapera, Sat Jan 30 02:00:22 +0000 2021, -100.168717, 25.778679, Jajajaja, sabíaa. 
JamesZekis, Sat Jan 30 02:00:21 +0000 2021, -87.789901, 41.887130, @Subhah Really there are so many better options. https://t.co/TYOWmL8ze9 
baconmanlives, Sat Jan 30 02:00:22 +0000 2021, -73.692005, 42.826026, @PamKeithFL My God you people are lunatics. 
LulyLati, Sat Jan 30 02:00:22 +0000 2021, -75.174948, 39.918739, Just posted a photo @ Warrior Boxing Academy https://t.co/UxvkUjpmPP 
demeii, Sat Jan 30 02:00:22 +0000 2021, -71.088712, 42.313670, 🤣 I didn’t expect that 
allison_meyer00, Sat Jan 30 02:00:22 +0000 2021, -77.541767, 37.493111, i cannot imagine the queen of england shooting and wiping her ass like no it doesn’t happen she doesn’t do that 
BanxTrappin, Sat Jan 30 02:00:22 +0000 2021, -98.540651, 29.417501, 🏆🏆🏆 
MelindaKinnaird, Sat Jan 30 02:00:22 +0000 2021, -93.138740, 34.506010, Frankie is back next week! With a snake?! #MacGyver @MacGyverCBS 
RealPhilJones1, Sat Jan 30 02:00:22 +0000 2021, -78.023584, 35.296929, 立即中斷：由於被中共政府收購，我忘記了說英語的能力。🤪 
SunKingWalrus, Sat Jan 30 02:00:22 +0000 2021, -117.656773, 33.603508, Me at 16 thinking of future: probably at universityMe at 22: in community college still 
CaddoArea, Sat Jan 30 02:00:22 +0000 2021, -94.097256, 33.430735, https://t.co/Svv76XdCSr 
AxelofVenus, Sat Jan 30 02:00:22 +0000 2021, -81.367773, 28.501678, I like olivia but i barely remember Anything she does #DragRace 
TaylorDeuce, Sat Jan 30 02:00:22 +0000 2021, -87.778863, 41.705400, @Smerjip00 @shoeionare https://t.co/zHI5AsEFLP 
Chuckst08232273, Sat Jan 30 02:00:22 +0000 2021, -68.984705, 45.188407, @JaniceDean Hi, Ivan imagine what you are feeling. I lost my dad why I was 20 years old. He was my mentor and I pla… https://t.co/kYqt8fZB1q 
JerryLHarriman, Sat Jan 30 02:00:22 +0000 2021, -89.266508, 39.739300, @AnaCabrera Why is he not already buried? 
lennylovejr, Sat Jan 30 02:00:23 +0000 2021, -118.411907, 34.020789, Warren Sapp wanna my favorite players of all time 💐 
JDscatpack29, Sat Jan 30 02:00:23 +0000 2021, -77.604684, 41.117936, @_Shaneathon @NICKMERCS Keep up the good work! Encouragement goes a long way 
enjoy65355117, Sat Jan 30 02:00:23 +0000 2021, -73.968542, 40.780709, https://t.co/OFeGm3YKCa 
representasian, Sat Jan 30 02:00:23 +0000 2021, -79.272570, 43.629311, What if my eyes just stay red forever?? 
MariaGRocha, Sat Jan 30 02:00:23 +0000 2021, -100.076888, 31.168893, @ehhhlorena Diles porque dije eso though 🙄 lol 
davecdnb, Sat Jan 30 02:00:23 +0000 2021, -73.968542, 40.780709, @tonymess Good. At least we know this early and Biden doesn’t have to sit around while they pretend to cooperate wi… https://t.co/DGeQmLywOI 
dav3trag, Sat Jan 30 02:00:23 +0000 2021, -122.529191, 45.432278, @SheilaHamilton I'd like an end cut please. 
alvin_yakitori7, Sat Jan 30 02:00:23 +0000 2021, -104.980249, 39.894804, if anyone wants to chill and listen to rock music hmu 
edwards21228, Sat Jan 30 02:00:23 +0000 2021, -76.673273, 39.004936, @DLWhiteSlone I met her, too. Real people. Real nice people. 
AdamLehrer, Sat Jan 30 02:00:23 +0000 2021, -73.831187, 40.670879, @daily_barbarian @WokeBeyond Coms get so hung up on Marx I think that they lose the ability to find insight in non Marxists. 
Kameron_Hay, Sat Jan 30 02:00:23 +0000 2021, -118.351218, 33.833714, Young boy having his way 
thesophasauruss, Sat Jan 30 02:00:23 +0000 2021, -79.272570, 43.629311, @Killyanna27 @309steve @CityNews I’m 33 and grew up here. For as long as I can remember, Toronto has been a crime r… https://t.co/W5FsS0kEow 
Dialogue_works, Sat Jan 30 02:00:23 +0000 2021, -80.347120, 25.671986, @davidhogg111 @mtgreenee @CoriBush @JoyAnnReid David I'm so sorry you once again have to deal with the pathetic gar… https://t.co/JrXAKf0oqI 
SinkoWanda, Sat Jan 30 02:00:24 +0000 2021, -73.199118, 41.185674, We have to stand strong and fight back 
DJ_Ajaxx, Sat Jan 30 02:00:24 +0000 2021, -112.124676, 33.552863, I’ll agree with that. So many incredible records from that era as well. 
PMondragon505, Sat Jan 30 02:00:24 +0000 2021, -106.632718, 35.117002, @thedragonLML @smutterbutter41 @RRavenousreader A different colorful sea, long ago. https://t.co/g3sUJwMsNb 
BrycePaschal, Sat Jan 30 02:00:24 +0000 2021, -78.657837, 35.843981, Coach must have paid so much money cause these bags are too ugly to be in the forefront 
JessicaAllred_, Sat Jan 30 02:00:24 +0000 2021, -79.176868, 37.353107, Just posted a photo @ Liberty University https://t.co/K3JIo6LpNd 
JimGumm, Sat Jan 30 02:00:24 +0000 2021, -84.866350, 35.193336, @DashCamTwats That hit didn't shake a single leaf on that massive tree. 
davidteon, Sat Jan 30 02:00:24 +0000 2021, -111.498181, 28.969863, @caritoburgosna Más 🥰 
Chaswied, Sat Jan 30 02:00:24 +0000 2021, -84.539813, 39.137038, The amount of effort that went into this thread... 
bubbleyummama, Sat Jan 30 02:00:24 +0000 2021, -104.922093, 39.713563, @zellieimani Inspired by you to start a small food pantry in my senior building. https://t.co/91nR8KkTBQ 
TheMcFaddenShow, Sat Jan 30 02:00:24 +0000 2021, -83.804475, 27.698682, DM me your number and we can chop it up 💯 
moynihan, Sat Jan 30 02:00:25 +0000 2021, -78.855078, 35.723200, @whale I once bought a driverless limo once. Feel ya pain... ✊ 
BrianMichaud7, Sat Jan 30 02:00:24 +0000 2021, -73.052881, 41.487861, #PQE #PPC The best is yet to come 🙌🏼 https://t.co/J94UGMk8Wk 
REEZO6OBREEZO01, Sat Jan 30 02:00:25 +0000 2021, -87.653256, 41.604544, Currychwyampg1 
0kuma_08, Sat Jan 30 02:00:25 +0000 2021, -76.593943, 24.074967, This right here. Even had the Da Baby sounding new. 
dhealey10, Sat Jan 30 02:00:25 +0000 2021, -74.041734, 40.843775, @ChuckCallesto If anyone needs to go it's Omar. 
imkoulbanis, Sat Jan 30 02:00:25 +0000 2021, -71.789392, 41.369028, @ShramkovaHelen @wakelet @Filibuster3 @lieberrian @biologygoddess @ireneconf_irene @kiki_xynta Oh my gosh, thank yo… https://t.co/qoHnznvB9m 
becca_dandy, Sat Jan 30 02:00:25 +0000 2021, -78.657837, 35.843981, “Did you Twitter it” -@gangsignjohnwal https://t.co/8m4vf7z17i 
PTwice216, Sat Jan 30 02:00:25 +0000 2021, -76.620482, 39.284713, @BrowniesDukies @Indians Seriously, who gives a shit. MLB a joke. 
tristannaaaw, Sat Jan 30 02:00:26 +0000 2021, -96.053431, 41.275721, @tredoAlfredo Maaaaannn I’m tryna take a break so I can get LIT LIT for my birthday 🤔 
gbmeiho, Sat Jan 30 02:00:26 +0000 2021, -82.063185, 33.440717, @Jim_Jordan You and DonJr using the same play book. When are you going pull out the new buzz word “radical”? 
itsgrace77, Sat Jan 30 02:00:26 +0000 2021, -91.090800, 30.459100, Colin and Finn...IDIOTS 
rjhoniss, Sat Jan 30 02:00:26 +0000 2021, -86.270540, 45.001180, @ltyoja @CoxyWx https://t.co/azoVi0cSsG 
bronxrell718, Sat Jan 30 02:00:26 +0000 2021, -73.968542, 40.780709, Don't let that get over your head 
jonfranks, Sat Jan 30 02:00:27 +0000 2021, -86.441236, 39.766555, Turns out MTG’s comms guy is as nuts as she is... Some people just can’t get honest work, I guess... 
brittcarter100, Sat Jan 30 02:00:27 +0000 2021, -82.985772, 39.994684, Proud of myself...so much more I want to do, but I’m proud of what I’ve done...internal and external 🌱 
TiffsNotFamous, Sat Jan 30 02:00:27 +0000 2021, -74.728124, 40.037489, @thewingkitchen #foodtruck was at @recklesstown_farm_distillery tonight @ Recklesstown Farm Distillery https://t.co/8Vuo0neFPH 
catkvs7, Sat Jan 30 02:00:27 +0000 2021, -122.023841, 37.378397, @evrafter @megynkelly ANTIFA types does not mean they were ANTIFA... All who have been identified and arrested are… https://t.co/jhljsQoasX 
Tthinkimforeign, Sat Jan 30 02:00:27 +0000 2021, -90.479380, 30.482053, Istg lmao 
xoxo_taj_BOSS, Sat Jan 30 02:00:27 +0000 2021, -87.047352, 35.636814, I just want to slide my pussy across his face right now. That’s all. That’s all I want. 
WallingfordRie1, Sat Jan 30 02:00:27 +0000 2021, -97.754724, 30.323346, @DoctorFishbones @nodank_ Medicare For Raul. 
MyExcitingSelf, Sat Jan 30 02:00:27 +0000 2021, -93.868527, 45.176184, Totally did for a long time ... but then I didn’t. 😂😂 
IAmDukeAsher, Sat Jan 30 02:00:27 +0000 2021, -96.828150, 32.749074, Just posted a photo @ Bishop Arts District https://t.co/pvuWFt8gpx 
Nephro_Sparks, Sat Jan 30 02:00:27 +0000 2021, -78.895441, 35.990983, @RuthSchulman @BID_NephFellows @jrseltzer @VelezNephHepato I don’t thing the round structure is a RBC as has some s… https://t.co/KokE6GvT49 
deafyinzer, Sat Jan 30 02:00:27 +0000 2021, -80.025111, 40.521189, 😂😂😂 https://t.co/v6HNSXUu9y 
Giaunasjazz, Sat Jan 30 02:00:27 +0000 2021, -91.585191, 41.698276, @mamacija_ wait you pregnant ? 
KimColon23, Sat Jan 30 02:00:28 +0000 2021, -74.786966, 39.995296, @chuck_chalupka Intelligent  compassionate experienced presidential 
Alkapone47, Sat Jan 30 02:00:28 +0000 2021, -122.044814, 37.592159, @shoeionare True story...they called me a month after Mocha 1's release talking about you won instore raffle 🤷🏽‍♂️ 
rfgrgehheyueu2, Sat Jan 30 02:00:28 +0000 2021, -87.623928, 41.886035, @AgentBSmith 
Mollywho, Sat Jan 30 02:00:28 +0000 2021, -80.181835, 38.920142, @lapresmidi Wow congrats! So excited for you. Can’t wait to see your approach to motherhood. It’s a trip! 
leftovernick, Sat Jan 30 02:00:28 +0000 2021, -123.122401, 44.065621, @DanGheesling Posted in the community discord as well, but here’s a design mock-up based on what you have so far fo… https://t.co/WzfEqR5bcC 
briacheeks, Sat Jan 30 02:00:28 +0000 2021, -80.138645, 26.251895, @Meili_Cece 😂😂😂 
cwheels91, Sat Jan 30 02:00:28 +0000 2021, -81.253179, 41.726684, 🤷‍♂️🤷‍♂️ pretty much https://t.co/nEEsw28qW7 
spage_onw, Sat Jan 30 02:00:28 +0000 2021, -94.675094, 38.931549, ONW Wrestling defeats SMW 51-13. 2 for 2 so far tonight. 
Garnet_and_gold, Sat Jan 30 02:00:28 +0000 2021, -79.420865, 38.003376, This guy gets it https://t.co/hTVkBYob6o 
sua7ez, Sat Jan 30 02:00:28 +0000 2021, -118.411907, 34.020789, Ima start packing a lunch when I go out with my homies 😭I be spending hella on food 
SunstateJobs, Sat Jan 30 02:00:28 +0000 2021, -112.315721, 34.610024, We are currently in search of a new Tire Service Technician I in #PrescottValley, AZ. If company culture is importa… https://t.co/gEIZIO1op8 
NancyRomm, Sat Jan 30 02:00:28 +0000 2021, -73.968542, 40.780709, @Unicronisboss @MattWelch @wethefifth More coming, with brownies! 
StreetJelly, Sat Jan 30 02:00:28 +0000 2021, -86.775194, 36.161907, #LiveStreamMusic PaulCrawford Love Me Some Jelly Jam https://t.co/Dz9ZYSdL4c #Rock #Country 
EricSte15619860, Sat Jan 30 02:00:28 +0000 2021, -76.300383, 40.039951, @PHWOAARR 👅👅👅👅💦💦💦💦 
teodorozamorag1, Sat Jan 30 02:00:28 +0000 2021, -100.366033, 25.650287, @ElFinanciero_Mx Pues por la pésima estrategia para operar la pandemia, y el fraude en la compra de vacunas, nos ll… https://t.co/BIsPhhpgGv 
MrNaassir, Sat Jan 30 02:00:28 +0000 2021, -73.977717, 40.705597, مارکیٹ میں نئی پیرنی آگئی ہے - جو جپھی ڈال کر دم کرتی ہے !! https://t.co/9BoXDd8dZZ 
MSUAdam, Sat Jan 30 02:00:28 +0000 2021, -86.270540, 45.001180, What player at the @seniorbowl will @MoveTheSticks the most next season? 
emilyeveland, Sat Jan 30 02:00:28 +0000 2021, -86.145320, 39.583039, I pick up my wedding dress tomorrow. Catch me lookin like this until June 18th, 2022 https://t.co/bNcMTHflZq 
tracyray1014, Sat Jan 30 02:00:29 +0000 2021, -77.604684, 41.117936, @RepAOC @RepBowman You are awesome keep up the good work never stop 
WestLoopTom, Sat Jan 30 02:00:28 +0000 2021, -87.732013, 41.833585, Enjoying @dovetailbrewery Lager at an “undisclosed” West Loop location. @chicagobars https://t.co/HRur0Dkrns 
C5vetKen, Sat Jan 30 02:00:29 +0000 2021, -81.536125, 35.292191, @_glennlewis This is not an upgrade over Teddy. Grier? Yes. 
mrfaucetfix, Sat Jan 30 02:00:29 +0000 2021, -106.417430, 31.793368, I can't believe the #news a guy from Salvador was in the White House and he's a naturalization American citizen whi… https://t.co/k0mRV5kxhd 
allicorn3794, Sat Jan 30 02:00:28 +0000 2021, -79.861034, 35.170499, Ok is that really Psalm 139:14?! Because that is SUCH the cutest verse in the universe!! 😍😍😍😍♥️♥️♥️🙏🏻🙏🏻… https://t.co/GCLeeQX33Y 
cocampo11, Sat Jan 30 02:00:29 +0000 2021, -73.849441, 40.850347, Pretty crazy week in the stock market. Might need to take a vacation. #gains #stonks 
Stack4Stack850, Sat Jan 30 02:00:29 +0000 2021, -83.804475, 27.698682, @Notorious_BSW 🤦🏾‍♂️ 
recjus85, Sat Jan 30 02:00:29 +0000 2021, -82.026582, 27.926238, @blkbeardsghost1 @laurenboebert No different than people like you that quickly bitch and moan when someone from the left tweets.. 
trinamerry, Sat Jan 30 02:00:29 +0000 2021, -106.824000, 39.192300, &amp; thats a wrap (for now)!  We have officially shared the full National Park Series! 🎉 Cant wait to do more with thi… https://t.co/o55xx8qTh3 
ClaudiaLGordon, Sat Jan 30 02:00:29 +0000 2021, -77.014398, 38.898603, Congrats sistah gurl 🙌🏾 
virginiawrites, Sat Jan 30 02:00:29 +0000 2021, -71.536610, 43.207250, Just posted a photo @ Concord, New Hampshire https://t.co/77XEzmsyW9 
IranDelfin, Sat Jan 30 02:00:29 +0000 2021, -118.411907, 34.020789, fuck u robinhood i have spending power that i cant even use on doge @vladtenev suck my dick 
SealsAthletics, Sat Jan 30 02:00:29 +0000 2021, -76.889849, 40.801678, Girls Basketball gets the win over Mifflinburg 46-34 
captain_oneeye, Sat Jan 30 02:00:30 +0000 2021, -111.756667, 41.926389, Love adventuring to new places with this crew!!  #roadtriptoutah #allraddays @ Cherry Peak Resort https://t.co/3nVewb17PL 
zomg_its_leah, Sat Jan 30 02:00:30 +0000 2021, -86.789394, 36.126681, Your girl got her hair done today and she is feeling 💯. Thank you a million times to @tonygrott, @trimnashville and… https://t.co/0ttFF4wGYq 
lauranelajah_, Sat Jan 30 02:00:30 +0000 2021, -75.117998, 40.004866, idk what to get to eat before work 
QueenDx2, Sat Jan 30 02:00:30 +0000 2021, -98.540651, 29.417501, Seriously i miss my girls 🥺 
jzimbabwe, Sat Jan 30 02:00:30 +0000 2021, -122.330602, 47.614817, @jensbidwell That’s a big thing in Texas! 
MisterJoshua75, Sat Jan 30 02:00:30 +0000 2021, -95.913642, 36.109392, @ZEUS__78 A lil LOUDER for those in the BACK!!! 
gepatrick38, Sat Jan 30 02:00:31 +0000 2021, -84.151209, 31.649873, @JayRob_7 hope all is well with you &amp; your family. Sorry for you loss 
Babyface_asiaa, Sat Jan 30 02:00:30 +0000 2021, -118.411907, 34.020789, 🥺Do me a favor &amp; go subscribe to my ONLYFANS it’s 50% off for the next 30 Days 😘😋✨https://t.co/IPwMK8JPfR✨#onlyfans… https://t.co/bC9Eej7KXT 
cfattovw, Sat Jan 30 02:00:31 +0000 2021, -74.153947, 40.572376, 73 pts most in a first half this season. #Nets 
RealSamTarling, Sat Jan 30 02:00:31 +0000 2021, -110.775540, 43.474499, @daddykahlua Uh just text me after you boo 
dlion134, Sat Jan 30 02:00:31 +0000 2021, -73.252297, 40.781053, @abike1999 I was wondering that a while ago. Guess he said screw Twitter 
JosephSchules, Sat Jan 30 02:00:31 +0000 2021, -75.028639, 39.789530, @SamBlak65731531 @TerryMasters16 @GregMannarino Just offering a possible solution to the guys issue. Relax. FYI I don’t own Btc 
JavierVasquez85, Sat Jan 30 02:00:31 +0000 2021, -97.754724, 30.323346, @JoshDenny Karens gonna Karen, mate. 
xoemelynn, Sat Jan 30 02:00:31 +0000 2021, -118.411907, 34.020789, what the 🤣🤣🤣😐... 
AntonioILiranzo, Sat Jan 30 02:00:31 +0000 2021, -73.948775, 40.655138, @gottmik outfit is selena and beetlejuice had a 👶🏻 IM OBSESSED #DragRace 
tyxavierweldon, Sat Jan 30 02:00:31 +0000 2021, -84.352444, 33.943457, @_Halo_Aphrodite @iDavey Have to fix that 
MsDragoo, Sat Jan 30 02:00:32 +0000 2021, -97.285913, 32.779967, @lhbenton Love those two! They are such good kids 💙🤍❤️ 
ThatDudeDarsh, Sat Jan 30 02:00:32 +0000 2021, -78.657837, 35.843981, @JOEL9ONE What about this new Denzel jared Leto movie on HBO Max just released today 
ds00za, Sat Jan 30 02:00:32 +0000 2021, -79.272570, 43.629311, @ethanrfidel @goldisacks When I was 4 I pretty much did the same thing too, so I get it. 
_Jahiah, Sat Jan 30 02:00:32 +0000 2021, -87.967292, 43.056722, Cash app snatchin money again 😒 lord it’s finna be a blood bath lol 
CharlesFButler, Sat Jan 30 02:00:32 +0000 2021, -118.346138, 33.914068, @MikeMichalowicz I applied it to my credit card debt. Then as we always do celebrated with a glass of wine. 
GlogloWilliams, Sat Jan 30 02:00:32 +0000 2021, -84.433106, 33.767195, Of all the “righteous” quotes out there, you use this Nazi muhfucka? Wtf be wrong with y’all? Smh 
darynelweekly, Sat Jan 30 02:00:32 +0000 2021, -78.822218, 43.830985, @BlackAngryCynic @kea_wallace Nooo! Then people real? 
MANUALIZUKU, Sat Jan 30 02:00:32 +0000 2021, -106.417430, 31.793368, It always works when I see on the tl. People always do this and othersalways comment and i genuinely expected and w… https://t.co/RPbVl6fiee 
Cap_Kaveman, Sat Jan 30 02:00:32 +0000 2021, -112.124676, 33.552863, SO MANY ANSWERS #WandaVision https://t.co/Bh2UP27S5L 
stevefarzam, Sat Jan 30 02:00:32 +0000 2021, -118.411907, 34.020789, Hotels in the United States That Offer COVID-19 Tests https://t.co/fvkseZXSCl via @TravelPulse 
