username, created_at, lng, lat, text
RealKieranLyons, Sat Jan 30 02:04:50 +0000 2021, -73.053745, 41.224028, @NJGirlKathy 💔 
SheileeaBooher, Sat Jan 30 02:04:50 +0000 2021, -83.963842, 35.982470, @Kehlani She's so cute 
HotrodKing87, Sat Jan 30 02:04:50 +0000 2021, -77.604684, 41.117936, #ForzaHorizon4 
HoLeeFoc, Sat Jan 30 02:04:50 +0000 2021, -82.442694, 27.996595, No one wastes money like me 
MuscleHeadTezz, Sat Jan 30 02:04:50 +0000 2021, -96.761753, 32.819858, Hollering 😂😂😂😂 
OG_JadaPickMe, Sat Jan 30 02:04:50 +0000 2021, -95.446486, 29.838495, My phone has been off dnd for 20 minutes and honestly I want it back on lol 
_1NorrisOnly, Sat Jan 30 02:04:51 +0000 2021, -84.433106, 33.767195, @ionlikeu @PhatPussyBiiih @DarrellTechNerd @KamKasteIIano @Tione205 @JackTha_Ripper @ExcuseMeRants2 @deseanskii… https://t.co/mgQ4wXYq5t 
IMITAD0RA, Sat Jan 30 02:04:51 +0000 2021, -80.132962, 25.816966, I am drinking underage again🙏🏻🙏🏻 GOD BLESS 
tydotnet, Sat Jan 30 02:04:50 +0000 2021, -88.161555, 30.683649, Let’s go. https://t.co/QVCeb29LRs 
juliankhan, Sat Jan 30 02:04:51 +0000 2021, -81.705467, 41.495940, Damn Cedi! 
MoDinero1010220, Sat Jan 30 02:04:51 +0000 2021, -100.076888, 31.168893, @clay_mcch This is taking measurable steps to a greater solution. It is progress which is inhibited by the conserva… https://t.co/eus2F3OaBF 
_localnative, Sat Jan 30 02:04:47 +0000 2021, -118.080024, 33.993921, You can plan a pretty picnic but you can’t predict the weather 
stalegum, Sat Jan 30 02:04:47 +0000 2021, -75.386460, 39.145024, @ThoseBackPages @Topps Yeah ... and? 
writewaydesigns, Sat Jan 30 02:04:47 +0000 2021, -80.731882, 28.313804, @just_lNcredibIe @cathkestler @GarciaRosalind @GOP You’d be surprised how many victims never tell anyone ever, from… https://t.co/q9gNBzbgMG 
pbmcb, Sat Jan 30 02:04:47 +0000 2021, -117.104989, 32.810012, @NewYesMSG1 @KyleYNFL That was a dagger! 🤨 He’s got to work hard to stay in the league...I agree 
thankfullymeks, Sat Jan 30 02:04:47 +0000 2021, -117.022695, 38.502147, #Gaslighting America one @CNN segment at a time! 
AshleyMDame, Sat Jan 30 02:04:47 +0000 2021, -75.770041, 42.746617, https://t.co/wD5VX9Ln4w 
JRsList, Sat Jan 30 02:04:47 +0000 2021, -118.603070, 34.181341, I'm at @Ruths_Chris Steak House in Woodland Hills, CA https://t.co/O01FJBJrSQ 
skinny_Ru_YT, Sat Jan 30 02:04:47 +0000 2021, -95.446486, 29.838495, Shawty The Feds She Speak On Everything She Hear Or See 
_kmkeaton, Sat Jan 30 02:04:47 +0000 2021, -75.099713, 39.937486, Wizards wasting a pretty decent game from Russ 
rich_catholic, Sat Jan 30 02:04:48 +0000 2021, -93.478628, 45.025658, @WeirdEducator So unfair about the toys...she is a beautiful one though. 😎 
The_Red_Zaku, Sat Jan 30 02:04:48 +0000 2021, -77.120252, 39.043469, @KruisinChris Nah fool why you crankin to t pain😂 
keithlovemovies, Sat Jan 30 02:04:48 +0000 2021, -75.800141, 45.248791, @NextBestPicture It was shot in my hometown. 
wesb___, Sat Jan 30 02:04:48 +0000 2021, -92.436774, 38.304558, always trying to be the best me to everyone i love, i promise. i recognize when i fuck up. even if i don’t say anyt… https://t.co/ooOSCwMKge 
MColeman210, Sat Jan 30 02:04:48 +0000 2021, -98.540651, 29.417501, Yeah I need Andrea killed. 
Thugloveentboss, Sat Jan 30 02:04:48 +0000 2021, -90.197800, 38.627200, #Promotion At it's Finest with @deejay_said @104theheatradio #StLouis #DYT #BossPlaya Album Out Now on All Platfor… https://t.co/cnU4xIL2tW 
barbwriting, Sat Jan 30 02:04:48 +0000 2021, -104.789327, 38.888519, @realTuckFrumper 🤮Crazy gotta go 
test5geo1798, Sat Jan 30 02:04:48 +0000 2021, -118.411907, 34.020789, TEST_GEO_Hierarchy: cd801765-2b52-43a6-ba56-68ca160ea4fc 
test5geo1798, Sat Jan 30 02:04:48 +0000 2021, -119.306608, 37.269176, TEST_GEO_Hierarchy: 329464b0-53cb-4ece-9c31-cb6713fa85ef 
anthonyrhodesjr, Sat Jan 30 02:04:48 +0000 2021, -90.011008, 29.982601, Tmu 
test5geo1798, Sat Jan 30 02:04:49 +0000 2021, -122.416738, 37.776796, TEST_PLACE: ce67f7d2-d842-4e14-8b4f-d3d990fd34e0 
Katadhin, Sat Jan 30 02:04:49 +0000 2021, -81.109617, 32.017285, @pffmaestro @vladtenev @RobinhoodApp A little communication would go a long way. Hire a Corp comms team and if they have one, fire them. 
DJBROTHAREESE, Sat Jan 30 02:04:49 +0000 2021, -121.817795, 37.274663, I’m all the way LIVE https://t.co/Cukbht3Vle#clubflava #hiphop #rnb #90s #goodvibes @ Brotha Reese's Group Home… https://t.co/T8YI8rDnIE 
tommyzografos, Sat Jan 30 02:04:49 +0000 2021, -83.373349, 42.397315, @MikeCoppinger https://t.co/tlqs36ryjJ 
rahulkumar14, Sat Jan 30 02:04:49 +0000 2021, -79.616073, 43.555244, @divyarawat76 I had to spend some time to realize it’s you 
FirstName_Ant, Sat Jan 30 02:04:49 +0000 2021, -79.780308, 34.182661, https://t.co/R0Sf3xyH0a 
laplante71, Sat Jan 30 02:04:49 +0000 2021, -93.361321, 46.441861, 6:18 
RimbeyMike, Sat Jan 30 02:04:49 +0000 2021, -111.880874, 33.282450, #OurCurrentPresident😢 
niKoleLovee11, Sat Jan 30 02:04:49 +0000 2021, -90.788402, 29.780422, be with you and still think about you like crazy 😌 
tmj_hi_retail, Sat Jan 30 02:04:49 +0000 2021, -155.993291, 19.644531, See our latest Kailua-Kona, HI job and click to apply: Longs Drugs- Shift Supervisor Management Trainee -… https://t.co/hkCqIwSp5p 
JaselynRoussell, Sat Jan 30 02:04:49 +0000 2021, -91.401008, 30.937336, y’all Emeree really forged mom’s signature on her graded papers “Go get your papers so I can sign them” “Oh mom d… https://t.co/muaWm3KEdW 
magesticdot, Sat Jan 30 02:04:49 +0000 2021, -122.085776, 37.641271, Everyone in Tahoe or Bear 
tiffanyymariexo, Sat Jan 30 02:04:49 +0000 2021, -96.619358, 32.328786, @Mari6989 https://t.co/0B9kvRubmb 
teodorozamorag1, Sat Jan 30 02:04:49 +0000 2021, -100.366033, 25.650287, @LunaAzul1199 @ClemenPC Puras mañas de viejos 
levismom82, Sat Jan 30 02:04:49 +0000 2021, -75.117998, 40.004866, @PhuegoG @suzisarcasm This is the only one I’m doing cuz it’s too much to make these damn videos lmaooo and I got bad knees 😂😂😂😂 
byeeplanet, Sat Jan 30 02:04:50 +0000 2021, -79.272570, 43.629311, This is so cute 🥰 
TattoosandKicks, Sat Jan 30 02:04:50 +0000 2021, -95.446486, 29.838495, @chelle_latrice @i_BLOW_bluntz @al_vuh most definitely gone be us cutting up 
niralshah, Sat Jan 30 02:04:50 +0000 2021, -73.948775, 40.655138, this week, america learned that “short squeeze” isn’t just an odd way of referring to your diminutive hookup 
goodproblems2hv, Sat Jan 30 02:04:50 +0000 2021, -92.583091, 34.592187, @oh_hey_chel @halsey @aboutfacebeauty 😍😍😫😫 I NEED!!! I’m OBSESSED with all these products! 
RealKieranLyons, Sat Jan 30 02:04:50 +0000 2021, -73.053745, 41.224028, @NJGirlKathy 💔 
SheileeaBooher, Sat Jan 30 02:04:50 +0000 2021, -83.963842, 35.982470, @Kehlani She's so cute 
HotrodKing87, Sat Jan 30 02:04:50 +0000 2021, -77.604684, 41.117936, #ForzaHorizon4 
HoLeeFoc, Sat Jan 30 02:04:50 +0000 2021, -82.442694, 27.996595, No one wastes money like me 
MuscleHeadTezz, Sat Jan 30 02:04:50 +0000 2021, -96.761753, 32.819858, Hollering 😂😂😂😂 
OG_JadaPickMe, Sat Jan 30 02:04:50 +0000 2021, -95.446486, 29.838495, My phone has been off dnd for 20 minutes and honestly I want it back on lol 
_1NorrisOnly, Sat Jan 30 02:04:51 +0000 2021, -84.433106, 33.767195, @ionlikeu @PhatPussyBiiih @DarrellTechNerd @KamKasteIIano @Tione205 @JackTha_Ripper @ExcuseMeRants2 @deseanskii… https://t.co/mgQ4wXYq5t 
IMITAD0RA, Sat Jan 30 02:04:51 +0000 2021, -80.132962, 25.816966, I am drinking underage again🙏🏻🙏🏻 GOD BLESS 
tydotnet, Sat Jan 30 02:04:50 +0000 2021, -88.161555, 30.683649, Let’s go. https://t.co/QVCeb29LRs 
juliankhan, Sat Jan 30 02:04:51 +0000 2021, -81.705467, 41.495940, Damn Cedi! 
MoDinero1010220, Sat Jan 30 02:04:51 +0000 2021, -100.076888, 31.168893, @clay_mcch This is taking measurable steps to a greater solution. It is progress which is inhibited by the conserva… https://t.co/eus2F3OaBF 
smileybabiboo, Sat Jan 30 02:04:51 +0000 2021, -81.185067, 28.529141, MYRONNNNNNN #FightForever 
boblobsterr, Sat Jan 30 02:04:51 +0000 2021, -112.124676, 33.552863, Wow first Robin Hood now the Bulls and the Wizards too ..this is fucked 
schwarte_40, Sat Jan 30 02:04:51 +0000 2021, -96.621634, 32.907642, WE ARE LIVE NOW 
WestHaminVegas, Sat Jan 30 02:04:51 +0000 2021, -111.547029, 39.499762, @KateHarrison_x @WestHamInNH https://t.co/FCtFmbqDpa 
rich_terrell, Sat Jan 30 02:04:51 +0000 2021, -86.611411, 34.706027, We going up all season 🎥 
djbaskin, Sat Jan 30 02:04:51 +0000 2021, -122.435979, 37.770657, @nicholasmacias @admsch Omfg YES 
discokuusisto, Sat Jan 30 02:04:51 +0000 2021, -79.272570, 43.629311, Before even beginning to figure out what her and Casey could be Mindy  encounters Adam a male prostitute with a hea… https://t.co/SZpoL4Sl6H 
francisboncales, Sat Jan 30 02:04:51 +0000 2021, -119.306608, 37.269176, @QuintinPuebla @Procreate Hahaha 😆 
MiKayla_gillis, Sat Jan 30 02:04:51 +0000 2021, -77.688536, 43.251452, are you ever just laying in bed naked hella comfy, then realize YOU HAVE NO FUCKING WATER?! bc that me rn 😡 
TheRealJxhnnyy, Sat Jan 30 02:04:51 +0000 2021, -73.831187, 40.670879, @DesayeK @LilGamine LMAOOO 😭😭😭😭 
jerrydacarry, Sat Jan 30 02:04:52 +0000 2021, -83.621276, 42.654001, @awonderland Hey 
JamespjohnstonP, Sat Jan 30 02:04:52 +0000 2021, -82.985772, 39.994684, @BlueJacketsNHL   Robinson Rocket. #CBJ   #ASIB   #WhoWillFollowMe 
iamjamonte2, Sat Jan 30 02:04:52 +0000 2021, -79.957910, 37.274489, @DaeCarter3_ Brodie ❤️💯 
smileybabiboo, Sat Jan 30 02:04:51 +0000 2021, -81.185067, 28.529141, MYRONNNNNNN #FightForever 
boblobsterr, Sat Jan 30 02:04:51 +0000 2021, -112.124676, 33.552863, Wow first Robin Hood now the Bulls and the Wizards too ..this is fucked 
schwarte_40, Sat Jan 30 02:04:51 +0000 2021, -96.621634, 32.907642, WE ARE LIVE NOW 
WestHaminVegas, Sat Jan 30 02:04:51 +0000 2021, -111.547029, 39.499762, @KateHarrison_x @WestHamInNH https://t.co/FCtFmbqDpa 
rich_terrell, Sat Jan 30 02:04:51 +0000 2021, -86.611411, 34.706027, We going up all season 🎥 
djbaskin, Sat Jan 30 02:04:51 +0000 2021, -122.435979, 37.770657, @nicholasmacias @admsch Omfg YES 
discokuusisto, Sat Jan 30 02:04:51 +0000 2021, -79.272570, 43.629311, Before even beginning to figure out what her and Casey could be Mindy  encounters Adam a male prostitute with a hea… https://t.co/SZpoL4Sl6H 
francisboncales, Sat Jan 30 02:04:51 +0000 2021, -119.306608, 37.269176, @QuintinPuebla @Procreate Hahaha 😆 
MiKayla_gillis, Sat Jan 30 02:04:51 +0000 2021, -77.688536, 43.251452, are you ever just laying in bed naked hella comfy, then realize YOU HAVE NO FUCKING WATER?! bc that me rn 😡 
TheRealJxhnnyy, Sat Jan 30 02:04:51 +0000 2021, -73.831187, 40.670879, @DesayeK @LilGamine LMAOOO 😭😭😭😭 
jerrydacarry, Sat Jan 30 02:04:52 +0000 2021, -83.621276, 42.654001, @awonderland Hey 
JamespjohnstonP, Sat Jan 30 02:04:52 +0000 2021, -82.985772, 39.994684, @BlueJacketsNHL   Robinson Rocket. #CBJ   #ASIB   #WhoWillFollowMe 
iamjamonte2, Sat Jan 30 02:04:52 +0000 2021, -79.957910, 37.274489, @DaeCarter3_ Brodie ❤️💯 
AngelGutie3, Sat Jan 30 02:04:52 +0000 2021, -100.076888, 31.168893, Very impressive 1st quarter!  Gotta keep the foot on the gas cause no lead is safe against the @nuggets! #GoSpursGo 
Sparty67, Sat Jan 30 02:04:52 +0000 2021, -118.235241, 34.228876, @JEM1979 @MauiJANderson @jmarshall213 @StephenWalters @stewart9395 @meghelv @leighduvall1 @vicky_gilmour That’s brilliant!! 
RaySaleh24_, Sat Jan 30 02:04:52 +0000 2021, -111.928142, 33.392884, Definitely gives the wizards a better chance at making a comeback 
11Tara22, Sat Jan 30 02:04:52 +0000 2021, -81.579740, 26.281290, Just posted a photo @ Rekindled https://t.co/dXVfcuNpRC 
EurekaOhMy, Sat Jan 30 02:04:52 +0000 2021, -71.683502, 42.036939, @ThoughtSlime https://t.co/FwTYWkozNo 
thekre8iveshop, Sat Jan 30 02:04:52 +0000 2021, -90.338473, 38.539506, Whenever there is fear there's a question of loyalty. The fearless don't questions one's loyalty. They question one… https://t.co/lpDr7yQRrv 
uno_tj, Sat Jan 30 02:04:52 +0000 2021, -111.917026, 40.765805, Nun new.. 🤝 
fictionaljules, Sat Jan 30 02:04:52 +0000 2021, -77.014398, 38.898603, @amcova Well said. ❤️ 
voteAhill, Sat Jan 30 02:04:52 +0000 2021, -122.279521, 37.875845, Building on People’s Park?UC Berkeley students say “No”@berkeleyside @dailycal https://t.co/o6o5GG3uwi 
cbb003, Sat Jan 30 02:04:52 +0000 2021, -91.401008, 30.937336, talk to me nice or don’t speak at all 
SeekSatiation, Sat Jan 30 02:04:52 +0000 2021, -73.968542, 40.780709, @DomNTheCity What a journey that was! 🤣 
DreamChasing_20, Sat Jan 30 02:04:52 +0000 2021, -95.824553, 29.783996, #SWAC 💯 
Andyinak49, Sat Jan 30 02:04:52 +0000 2021, -149.758794, 61.235042, Look at the latest for Eagle Rivers Assembly person.  SMH. https://t.co/9DlKDVIH1P 
vDeadManWalking, Sat Jan 30 02:04:53 +0000 2021, -74.891760, 40.027676, @Amsteis @RAINbyte @estrad_i @washingtonpost When has AOC made that sign? 
dadarocks, Sat Jan 30 02:04:53 +0000 2021, -73.968542, 40.780709, @jonstewart You could be anything you’d like to be. ;) senator or governor or president 
Christi38983725, Sat Jan 30 02:04:53 +0000 2021, -118.214044, 33.978926, @RoxyLov18726929. One more thing. Wear something sexier and sexier. 
Sjaycats131gma1, Sat Jan 30 02:04:53 +0000 2021, -85.768241, 37.822244, I'm  celebrating  My gals win overBama ! The see through will do ! Thanks ! 🤔🙃🙃🙃 
gscme70, Sat Jan 30 02:04:53 +0000 2021, -116.791106, 47.734753, I'm at Target in Coeur d'Alene, ID https://t.co/DYCBlOcHmt 
BESTPOINTGUARD7, Sat Jan 30 02:04:53 +0000 2021, -84.539813, 39.137038, https://t.co/mmc3dDzOPF 
CJShaman2, Sat Jan 30 02:04:53 +0000 2021, -115.234435, 36.018805, https://t.co/NBURQFDYI5 
jmhredsox, Sat Jan 30 02:04:53 +0000 2021, -122.435979, 37.770657, @Popehat There was that rock that looked like cookie monster. https://t.co/PmDxpvIxtb 
CheetahObscura, Sat Jan 30 02:04:53 +0000 2021, -122.330602, 47.614817, @KazukiWolf @albejorn It'll happen and the hugs will be extra super special! &lt;333 
siomaraherreraa, Sat Jan 30 02:04:53 +0000 2021, -102.344087, 31.873838, I am no longer trying to survive 😌 
learningchem, Sat Jan 30 02:04:53 +0000 2021, -86.680738, 32.576227, @MysterySolvent This is Ruby who's actually River's actual cousin, Ruby's mom is River's grandmother https://t.co/wSetiw93z5 
EduardooCaPo, Sat Jan 30 02:04:53 +0000 2021, -106.162898, 28.941866, No todos tus “amigos” se alegraran de tus logros.“El triunfo de un luchador es el sufrimiento de un mediocre”. 
ashleyyaguayoo, Sat Jan 30 02:04:53 +0000 2021, -119.067407, 34.360014, someone send me new music to listen to 
Eric1977James, Sat Jan 30 02:04:53 +0000 2021, -84.796200, 34.166900, I likes that...✊🏾💪🏾 @ Cartersville, Georgia https://t.co/SifrC2eA2W 
spencermains, Sat Jan 30 02:04:53 +0000 2021, -122.122837, 37.894740, @PandorasBX What she said. 
SinkoWanda, Sat Jan 30 02:04:53 +0000 2021, -73.199118, 41.185674, @NickAdamsinUSA I’m really tired of this 
Shantoria_oxoxo, Sat Jan 30 02:04:53 +0000 2021, -84.935823, 31.373667, It could all be so simple..!! 
heyitskrisann, Sat Jan 30 02:04:53 +0000 2021, -95.446486, 29.838495, the one good thing about aquarius season is this is when baby scorpios are made 😇😇😇✨ 
menacebrian, Sat Jan 30 02:04:53 +0000 2021, -73.968542, 40.780709, 😐🤨 
_theoneroyal, Sat Jan 30 02:04:54 +0000 2021, -73.070287, 41.343454, @TrevorBarnesXXX Both at the same time 😌 
gomezveronica, Sat Jan 30 02:04:54 +0000 2021, -77.066170, 39.058980, Es un Angel celestial ...divino 
vaneairportmag, Sat Jan 30 02:04:54 +0000 2021, -122.213504, 37.712007, Just posted a photo @ Oakland International Airport https://t.co/jAOMSVK1C0 
drwpkrrr, Sat Jan 30 02:04:54 +0000 2021, -89.670928, 35.563617, listened to hot pink earlier for the first time in a while and it was so good now i’m drinking and listening again… https://t.co/G6nojKTIi8 
blockformeblac1, Sat Jan 30 02:04:54 +0000 2021, -77.036700, 38.895100, Tf 😂😂 @ Washington D.C. https://t.co/WETBYcKOkK 
drasmussen43, Sat Jan 30 02:04:54 +0000 2021, -95.940918, 41.140107, Big Big 3’s by A. Queen, including a 44 footer at the end of Q1 extend the lead for @BurkeBoysBball at the half her… https://t.co/Q0KCbOzDVm 
NoelEWilliams, Sat Jan 30 02:04:54 +0000 2021, -104.922093, 39.713563, Help get some of the crazy out of our Congress!: https://t.co/ZngecXUapa 
shaybae_baymean, Sat Jan 30 02:04:54 +0000 2021, -81.705467, 41.495940, Rapid stop cheese fries 🤤 
Juan17660552, Sat Jan 30 02:04:54 +0000 2021, -87.967292, 43.056722, @jacob_hdez1 Give me that nut bro. Im Juan Nunez. This is my cock https://t.co/Kj4iTOqBki 
MinotHighAD, Sat Jan 30 02:04:54 +0000 2021, -101.267940, 48.232810, Magi lead 43-27 over the Saints at halftime.  @DanceMinot getting some time https://t.co/U61so6j0tv 
sizzlefruit, Sat Jan 30 02:04:55 +0000 2021, -87.732013, 41.833585, @robertscheib I think everything! It’s much better than the Walgreens scheduler (which is AWFUL). I recommend creat… https://t.co/Vo7OtJriWy 
Boga_8, Sat Jan 30 02:04:55 +0000 2021, -110.915573, 32.189391, GOT ME SO HYPED 
SamuraiBlvck, Sat Jan 30 02:04:55 +0000 2021, -93.809434, 32.461107, @CelseaFayth @ dessaysthedarndestthings 
BigelowReviews, Sat Jan 30 02:04:55 +0000 2021, -80.657593, 41.015940, I have Bigelow Reviews tea for you all. I wrote my review on #OKHuman by @Weezer but I think I have to blow it up a… https://t.co/Wt2uORQnYB 
BroGod4Life, Sat Jan 30 02:04:55 +0000 2021, -89.968441, 36.789104, @WWE @ShinsukeN @SamiZayn Hahahahaha BURN!!!!! 
bkyngirl, Sat Jan 30 02:04:55 +0000 2021, -73.948775, 40.655138, We think the same in NY. 
Sparty67, Sat Jan 30 02:04:52 +0000 2021, -118.235241, 34.228876, @JEM1979 @MauiJANderson @jmarshall213 @StephenWalters @stewart9395 @meghelv @leighduvall1 @vicky_gilmour That’s brilliant!! 
AngelGutie3, Sat Jan 30 02:04:52 +0000 2021, -100.076888, 31.168893, Very impressive 1st quarter!  Gotta keep the foot on the gas cause no lead is safe against the @nuggets! #GoSpursGo 
RaySaleh24_, Sat Jan 30 02:04:52 +0000 2021, -111.928142, 33.392884, Definitely gives the wizards a better chance at making a comeback 
11Tara22, Sat Jan 30 02:04:52 +0000 2021, -81.579740, 26.281290, Just posted a photo @ Rekindled https://t.co/dXVfcuNpRC 
EurekaOhMy, Sat Jan 30 02:04:52 +0000 2021, -71.683502, 42.036939, @ThoughtSlime https://t.co/FwTYWkozNo 
thekre8iveshop, Sat Jan 30 02:04:52 +0000 2021, -90.338473, 38.539506, Whenever there is fear there's a question of loyalty. The fearless don't questions one's loyalty. They question one… https://t.co/lpDr7yQRrv 
uno_tj, Sat Jan 30 02:04:52 +0000 2021, -111.917026, 40.765805, Nun new.. 🤝 
fictionaljules, Sat Jan 30 02:04:52 +0000 2021, -77.014398, 38.898603, @amcova Well said. ❤️ 
voteAhill, Sat Jan 30 02:04:52 +0000 2021, -122.279521, 37.875845, Building on People’s Park?UC Berkeley students say “No”@berkeleyside @dailycal https://t.co/o6o5GG3uwi 
cbb003, Sat Jan 30 02:04:52 +0000 2021, -91.401008, 30.937336, talk to me nice or don’t speak at all 
SeekSatiation, Sat Jan 30 02:04:52 +0000 2021, -73.968542, 40.780709, @DomNTheCity What a journey that was! 🤣 
DreamChasing_20, Sat Jan 30 02:04:52 +0000 2021, -95.824553, 29.783996, #SWAC 💯 
vDeadManWalking, Sat Jan 30 02:04:53 +0000 2021, -74.891760, 40.027676, @Amsteis @RAINbyte @estrad_i @washingtonpost When has AOC made that sign? 
Andyinak49, Sat Jan 30 02:04:52 +0000 2021, -149.758794, 61.235042, Look at the latest for Eagle Rivers Assembly person.  SMH. https://t.co/9DlKDVIH1P 
dadarocks, Sat Jan 30 02:04:53 +0000 2021, -73.968542, 40.780709, @jonstewart You could be anything you’d like to be. ;) senator or governor or president 
Christi38983725, Sat Jan 30 02:04:53 +0000 2021, -118.214044, 33.978926, @RoxyLov18726929. One more thing. Wear something sexier and sexier. 
Sjaycats131gma1, Sat Jan 30 02:04:53 +0000 2021, -85.768241, 37.822244, I'm  celebrating  My gals win overBama ! The see through will do ! Thanks ! 🤔🙃🙃🙃 
gscme70, Sat Jan 30 02:04:53 +0000 2021, -116.791106, 47.734753, I'm at Target in Coeur d'Alene, ID https://t.co/DYCBlOcHmt 
CJShaman2, Sat Jan 30 02:04:53 +0000 2021, -115.234435, 36.018805, https://t.co/NBURQFDYI5 
BESTPOINTGUARD7, Sat Jan 30 02:04:53 +0000 2021, -84.539813, 39.137038, https://t.co/mmc3dDzOPF 
jmhredsox, Sat Jan 30 02:04:53 +0000 2021, -122.435979, 37.770657, @Popehat There was that rock that looked like cookie monster. https://t.co/PmDxpvIxtb 
CheetahObscura, Sat Jan 30 02:04:53 +0000 2021, -122.330602, 47.614817, @KazukiWolf @albejorn It'll happen and the hugs will be extra super special! &lt;333 
siomaraherreraa, Sat Jan 30 02:04:53 +0000 2021, -102.344087, 31.873838, I am no longer trying to survive 😌 
learningchem, Sat Jan 30 02:04:53 +0000 2021, -86.680738, 32.576227, @MysterySolvent This is Ruby who's actually River's actual cousin, Ruby's mom is River's grandmother https://t.co/wSetiw93z5 
EduardooCaPo, Sat Jan 30 02:04:53 +0000 2021, -106.162898, 28.941866, No todos tus “amigos” se alegraran de tus logros.“El triunfo de un luchador es el sufrimiento de un mediocre”. 
ashleyyaguayoo, Sat Jan 30 02:04:53 +0000 2021, -119.067407, 34.360014, someone send me new music to listen to 
Eric1977James, Sat Jan 30 02:04:53 +0000 2021, -84.796200, 34.166900, I likes that...✊🏾💪🏾 @ Cartersville, Georgia https://t.co/SifrC2eA2W 
spencermains, Sat Jan 30 02:04:53 +0000 2021, -122.122837, 37.894740, @PandorasBX What she said. 
SinkoWanda, Sat Jan 30 02:04:53 +0000 2021, -73.199118, 41.185674, @NickAdamsinUSA I’m really tired of this 
Shantoria_oxoxo, Sat Jan 30 02:04:53 +0000 2021, -84.935823, 31.373667, It could all be so simple..!! 
heyitskrisann, Sat Jan 30 02:04:53 +0000 2021, -95.446486, 29.838495, the one good thing about aquarius season is this is when baby scorpios are made 😇😇😇✨ 
menacebrian, Sat Jan 30 02:04:53 +0000 2021, -73.968542, 40.780709, 😐🤨 
_theoneroyal, Sat Jan 30 02:04:54 +0000 2021, -73.070287, 41.343454, @TrevorBarnesXXX Both at the same time 😌 
gomezveronica, Sat Jan 30 02:04:54 +0000 2021, -77.066170, 39.058980, Es un Angel celestial ...divino 
drwpkrrr, Sat Jan 30 02:04:54 +0000 2021, -89.670928, 35.563617, listened to hot pink earlier for the first time in a while and it was so good now i’m drinking and listening again… https://t.co/G6nojKTIi8 
vaneairportmag, Sat Jan 30 02:04:54 +0000 2021, -122.213504, 37.712007, Just posted a photo @ Oakland International Airport https://t.co/jAOMSVK1C0 
blockformeblac1, Sat Jan 30 02:04:54 +0000 2021, -77.036700, 38.895100, Tf 😂😂 @ Washington D.C. https://t.co/WETBYcKOkK 
drasmussen43, Sat Jan 30 02:04:54 +0000 2021, -95.940918, 41.140107, Big Big 3’s by A. Queen, including a 44 footer at the end of Q1 extend the lead for @BurkeBoysBball at the half her… https://t.co/Q0KCbOzDVm 
NoelEWilliams, Sat Jan 30 02:04:54 +0000 2021, -104.922093, 39.713563, Help get some of the crazy out of our Congress!: https://t.co/ZngecXUapa 
shaybae_baymean, Sat Jan 30 02:04:54 +0000 2021, -81.705467, 41.495940, Rapid stop cheese fries 🤤 
Juan17660552, Sat Jan 30 02:04:54 +0000 2021, -87.967292, 43.056722, @jacob_hdez1 Give me that nut bro. Im Juan Nunez. This is my cock https://t.co/Kj4iTOqBki 
MinotHighAD, Sat Jan 30 02:04:54 +0000 2021, -101.267940, 48.232810, Magi lead 43-27 over the Saints at halftime.  @DanceMinot getting some time https://t.co/U61so6j0tv 
sizzlefruit, Sat Jan 30 02:04:55 +0000 2021, -87.732013, 41.833585, @robertscheib I think everything! It’s much better than the Walgreens scheduler (which is AWFUL). I recommend creat… https://t.co/Vo7OtJriWy 
Boga_8, Sat Jan 30 02:04:55 +0000 2021, -110.915573, 32.189391, GOT ME SO HYPED 
SamuraiBlvck, Sat Jan 30 02:04:55 +0000 2021, -93.809434, 32.461107, @CelseaFayth @ dessaysthedarndestthings 
BigelowReviews, Sat Jan 30 02:04:55 +0000 2021, -80.657593, 41.015940, I have Bigelow Reviews tea for you all. I wrote my review on #OKHuman by @Weezer but I think I have to blow it up a… https://t.co/Wt2uORQnYB 
BroGod4Life, Sat Jan 30 02:04:55 +0000 2021, -89.968441, 36.789104, @WWE @ShinsukeN @SamiZayn Hahahahaha BURN!!!!! 
bkyngirl, Sat Jan 30 02:04:55 +0000 2021, -73.948775, 40.655138, We think the same in NY. 
Pastor3D, Sat Jan 30 02:04:55 +0000 2021, -85.768241, 37.822244, @bobturek @sigg20 My words exactly. 😊 
sebby26, Sat Jan 30 02:04:55 +0000 2021, -80.984399, 46.459192, Just posted a photo @ Lo-Ellen https://t.co/zIkiVLt7ov 
fukituppppp, Sat Jan 30 02:04:55 +0000 2021, -80.846785, 35.209059, This is also my dream. Yes pretty insane girls exist 
jusscallmi_kiki, Sat Jan 30 02:04:55 +0000 2021, -76.507809, 37.090301, @Maddd3___ He been trying for years https://t.co/cLmEAtZLcb 
L1L0UTHERE, Sat Jan 30 02:04:55 +0000 2021, -97.114771, 33.202495, Who wanna deliver me some MILK 
TheHugeActor, Sat Jan 30 02:04:55 +0000 2021, -74.064700, 40.711400, #behindthescenes #canon6d #hiphop #musicvideo @ Jersey City, New Jersey https://t.co/4wKfUpqigV 
priscil80077176, Sat Jan 30 02:04:55 +0000 2021, -118.411907, 34.020789, @owornat Hola estimada amiga!! Donde andas en ese paraíso Saludos 🖖 
